estacion,fecha,precip,lag1,lag2,lag3,mm3,mm7,mes,extremo
52045020,1979-01-08,0.0,0.6,0.0,0.8,0.19999999999999998,0.5571428571428572,1,0
52045020,1979-01-09,0.3,0.0,0.6,0.0,0.3,0.4857142857142857,1,0
52045020,1979-01-10,0.2,0.3,0.0,0.6,0.16666666666666666,0.41428571428571426,1,0
52045020,1979-01-11,0.8,0.2,0.3,0.0,0.43333333333333335,0.38571428571428573,1,0
52045020,1979-01-12,0.9,0.8,0.2,0.3,0.6333333333333333,0.39999999999999997,1,0
52045020,1979-01-13,0.3,0.9,0.8,0.2,0.6666666666666666,0.4428571428571429,1,0
52045020,1979-01-14,0.8,0.3,0.9,0.8,0.6666666666666666,0.4714285714285714,1,0
52045020,1979-01-15,0.1,0.8,0.3,0.9,0.4000000000000001,0.4857142857142857,1,0
52045020,1979-01-16,0.5,0.1,0.8,0.3,0.4666666666666666,0.5142857142857143,1,0
52045020,1979-01-17,0.9,0.5,0.1,0.8,0.5,0.6142857142857142,1,0
52045020,1979-01-18,1.0,0.9,0.5,0.1,0.7999999999999999,0.6428571428571429,1,0
52045020,1979-01-19,0.5,1.0,0.9,0.5,0.7999999999999999,0.5857142857142856,1,0
52045020,1979-01-20,0.9,0.5,1.0,0.9,0.7999999999999999,0.6714285714285715,1,0
52045020,1979-01-21,0.7,0.9,0.5,1.0,0.7000000000000001,0.6571428571428573,1,0
52045020,1979-01-22,0.2,0.7,0.9,0.5,0.6,0.6714285714285714,1,0
52045020,1979-01-23,0.6,0.2,0.7,0.9,0.5,0.6857142857142857,1,0
52045020,1979-01-24,0.9,0.6,0.2,0.7,0.5666666666666667,0.6857142857142857,1,0
52045020,1979-01-25,0.8,0.9,0.6,0.2,0.7666666666666666,0.6571428571428573,1,0
52045020,1979-01-26,0.1,0.8,0.9,0.6,0.6,0.6,1,0
52045020,1979-01-27,0.1,0.1,0.8,0.9,0.3333333333333333,0.4857142857142857,1,0
52045020,1979-01-28,0.5,0.1,0.1,0.8,0.2333333333333333,0.4571428571428572,1,0
52045020,1979-01-29,0.1,0.5,0.1,0.1,0.2333333333333333,0.4428571428571429,1,0
52045020,1979-01-30,0.9,0.1,0.5,0.1,0.5,0.4857142857142857,1,0
52045020,1979-01-31,0.7,0.9,0.1,0.5,0.5666666666666665,0.4571428571428572,1,0
52045020,1979-02-01,0.6,0.7,0.9,0.1,0.7333333333333334,0.42857142857142855,2,0
52045020,1979-02-02,0.5,0.6,0.7,0.9,0.6,0.4857142857142857,2,0
52045020,1979-02-03,0.8,0.5,0.6,0.7,0.6333333333333333,0.5857142857142856,2,0
52045020,1979-02-04,0.9,0.8,0.5,0.6,0.7333333333333333,0.6428571428571429,2,0
52045020,1979-02-05,0.8,0.9,0.8,0.5,0.8333333333333334,0.7428571428571429,2,0
52045020,1979-02-06,0.8,0.8,0.9,0.8,0.8333333333333334,0.7285714285714285,2,0
52045020,1979-02-07,0.9,0.8,0.8,0.9,0.8333333333333334,0.7571428571428571,2,0
52045020,1979-02-08,0.9,0.9,0.8,0.8,0.8666666666666667,0.8,2,0
52045020,1979-02-09,0.9,0.9,0.9,0.8,0.9,0.8571428571428571,2,0
52045020,1979-02-10,0.7,0.9,0.9,0.9,0.8333333333333334,0.8428571428571429,2,0
52045020,1979-02-11,0.0,0.7,0.9,0.9,0.5333333333333333,0.7142857142857143,2,0
52045020,1979-02-12,0.6,0.0,0.7,0.9,0.4333333333333333,0.6857142857142858,2,0
52045020,1979-02-13,0.7,0.6,0.0,0.7,0.4333333333333333,0.6714285714285714,2,0
52045020,1979-02-14,0.4,0.7,0.6,0.0,0.5666666666666665,0.6,2,0
52045020,1979-02-15,0.6,0.4,0.7,0.6,0.5666666666666665,0.557142857142857,2,0
52045020,1979-02-16,0.2,0.6,0.4,0.7,0.39999999999999997,0.45714285714285713,2,0
52045020,1979-02-17,0.0,0.2,0.6,0.4,0.2666666666666666,0.35714285714285715,2,0
52045020,1979-02-18,0.4,0.0,0.2,0.6,0.19999999999999996,0.41428571428571426,2,0
52045020,1979-02-19,0.6,0.4,0.0,0.2,0.3333333333333333,0.41428571428571426,2,0
52045020,1979-02-20,0.7,0.6,0.4,0.0,0.5666666666666667,0.4142857142857143,2,0
52045020,1979-02-21,0.6,0.7,0.6,0.4,0.6333333333333333,0.4428571428571428,2,0
52045020,1979-02-22,0.6,0.6,0.7,0.6,0.6333333333333333,0.4428571428571429,2,0
52045020,1979-02-23,0.4,0.6,0.6,0.7,0.5333333333333333,0.4714285714285714,2,0
52045020,1979-02-24,0.6,0.4,0.6,0.6,0.5333333333333333,0.5571428571428572,2,0
52045020,1979-02-25,0.7,0.6,0.4,0.6,0.5666666666666667,0.6,2,0
52045020,1979-02-26,0.2,0.7,0.6,0.4,0.49999999999999994,0.5428571428571428,2,0
52045020,1979-02-27,0.2,0.2,0.7,0.6,0.3666666666666667,0.4714285714285714,2,0
52045020,1979-02-28,0.5,0.2,0.2,0.7,0.3,0.4571428571428572,2,0
52045020,1979-03-01,0.5,0.5,0.2,0.2,0.39999999999999997,0.4428571428571429,3,0
52045020,1979-03-02,0.1,0.5,0.5,0.2,0.3666666666666667,0.4,3,0
52045020,1979-03-03,0.4,0.1,0.5,0.5,0.3333333333333333,0.37142857142857144,3,0
52045020,1979-03-04,0.5,0.4,0.1,0.5,0.3333333333333333,0.34285714285714286,3,0
52045020,1979-03-05,0.3,0.5,0.4,0.1,0.39999999999999997,0.35714285714285715,3,0
52045020,1979-03-06,0.3,0.3,0.5,0.4,0.3666666666666667,0.37142857142857144,3,0
52045020,1979-03-07,0.0,0.3,0.3,0.5,0.19999999999999998,0.3,3,0
52045020,1979-03-08,0.0,0.0,0.3,0.3,0.09999999999999999,0.2285714285714286,3,0
52045020,1979-03-09,0.7,0.0,0.0,0.3,0.2333333333333333,0.31428571428571433,3,0
52045020,1979-03-10,0.9,0.7,0.0,0.0,0.5333333333333333,0.38571428571428573,3,0
52045020,1979-03-11,0.2,0.9,0.7,0.0,0.6,0.34285714285714286,3,0
52045020,1979-03-12,0.3,0.2,0.9,0.7,0.4666666666666666,0.34285714285714286,3,0
52045020,1979-03-13,0.5,0.3,0.2,0.9,0.3333333333333333,0.37142857142857144,3,0
52045020,1979-03-14,1.0,0.5,0.3,0.2,0.6,0.5142857142857143,3,0
52045020,1979-03-15,0.8,1.0,0.5,0.3,0.7666666666666666,0.6285714285714287,3,0
52045020,1979-03-16,0.3,0.8,1.0,0.5,0.7000000000000001,0.5714285714285714,3,0
52045020,1979-03-17,0.1,0.3,0.8,1.0,0.39999999999999997,0.45714285714285713,3,0
52045020,1979-03-18,0.3,0.1,0.3,0.8,0.2333333333333333,0.4714285714285715,3,0
52045020,1979-03-19,0.1,0.3,0.1,0.3,0.16666666666666666,0.4428571428571429,3,0
52045020,1979-03-20,0.1,0.1,0.3,0.1,0.16666666666666666,0.3857142857142857,3,0
52045020,1979-03-21,0.2,0.1,0.1,0.3,0.13333333333333333,0.2714285714285714,3,0
52045020,1979-03-22,0.3,0.2,0.1,0.1,0.19999999999999996,0.2,3,0
52045020,1979-03-23,0.6,0.3,0.2,0.1,0.3666666666666667,0.24285714285714285,3,0
52045020,1979-03-24,0.0,0.6,0.3,0.2,0.3,0.22857142857142856,3,0
52045020,1979-03-25,0.4,0.0,0.6,0.3,0.3333333333333333,0.24285714285714283,3,0
52045020,1979-03-26,0.7,0.4,0.0,0.6,0.3666666666666667,0.32857142857142857,3,0
52045020,1979-03-27,0.5,0.7,0.4,0.0,0.5333333333333333,0.3857142857142857,3,0
52045020,1979-03-28,0.8,0.5,0.7,0.4,0.6666666666666666,0.4714285714285715,3,0
52045020,1979-03-29,1.0,0.8,0.5,0.7,0.7666666666666666,0.5714285714285714,3,0
52045020,1979-03-30,0.6,1.0,0.8,0.5,0.7999999999999999,0.5714285714285714,3,0
52045020,1979-03-31,0.1,0.6,1.0,0.8,0.5666666666666667,0.5857142857142857,3,0
52045020,1979-04-01,0.3,0.1,0.6,1.0,0.3333333333333333,0.5714285714285714,4,0
52045020,1979-04-02,0.6,0.3,0.1,0.6,0.3333333333333333,0.5571428571428572,4,0
52045020,1979-04-03,0.8,0.6,0.3,0.1,0.5666666666666668,0.6,4,0
52045020,1979-04-04,0.4,0.8,0.6,0.3,0.6,0.5428571428571428,4,0
52045020,1979-04-05,0.1,0.4,0.8,0.6,0.4333333333333334,0.41428571428571426,4,0
52045020,1979-04-06,0.6,0.1,0.4,0.8,0.3666666666666667,0.41428571428571426,4,0
52045020,1979-04-07,0.7,0.6,0.1,0.4,0.4666666666666666,0.5,4,0
52045020,1979-04-08,0.6,0.7,0.6,0.1,0.6333333333333333,0.5428571428571428,4,0
52045020,1979-04-09,0.7,0.6,0.7,0.6,0.6666666666666666,0.5571428571428572,4,0
52045020,1979-04-10,0.8,0.7,0.6,0.7,0.7000000000000001,0.5571428571428572,4,0
52045020,1979-04-11,0.9,0.8,0.7,0.6,0.7999999999999999,0.6285714285714287,4,0
52045020,1979-04-12,0.4,0.9,0.8,0.7,0.7000000000000001,0.6714285714285714,4,0
52045020,1979-04-13,0.1,0.4,0.9,0.8,0.4666666666666666,0.6,4,0
52045020,1979-04-14,0.2,0.1,0.4,0.9,0.23333333333333336,0.5285714285714286,4,0
52045020,1979-04-15,0.5,0.2,0.1,0.4,0.26666666666666666,0.5142857142857143,4,0
52045020,1979-04-16,0.4,0.5,0.2,0.1,0.3666666666666667,0.4714285714285715,4,0
52045020,1979-04-17,0.3,0.4,0.5,0.2,0.39999999999999997,0.4,4,0
52045020,1979-04-18,0.7,0.3,0.4,0.5,0.4666666666666666,0.37142857142857144,4,0
52045020,1979-04-19,0.9,0.7,0.3,0.4,0.6333333333333333,0.4428571428571429,4,0
52045020,1979-04-21,0.7,0.9,0.7,0.3,0.7666666666666666,0.5285714285714286,4,0
52045020,1979-04-22,0.2,0.7,0.9,0.7,0.6,0.5285714285714286,4,0
52045020,1979-04-23,0.0,0.2,0.7,0.9,0.3,0.45714285714285713,4,0
52045020,1979-04-24,0.9,0.0,0.2,0.7,0.36666666666666664,0.5285714285714286,4,0
52045020,1979-04-25,0.4,0.9,0.0,0.2,0.4333333333333333,0.5428571428571428,4,0
52045020,1979-04-26,0.3,0.4,0.9,0.0,0.5333333333333333,0.4857142857142857,4,0
52045020,1979-04-27,0.1,0.3,0.4,0.9,0.2666666666666666,0.37142857142857144,4,0
52045020,1979-04-28,0.1,0.1,0.3,0.4,0.1666666666666666,0.2857142857142857,4,0
52045020,1979-04-29,1.0,0.1,0.1,0.3,0.3999999999999999,0.39999999999999997,4,0
52045020,1979-04-30,0.4,1.0,0.1,0.1,0.49999999999999983,0.4571428571428572,4,0
52045020,1979-05-01,0.6,0.4,1.0,0.1,0.6666666666666666,0.41428571428571426,5,0
52045020,1979-05-02,0.6,0.6,0.4,1.0,0.5333333333333332,0.4428571428571429,5,0
52045020,1979-05-03,0.8,0.6,0.6,0.4,0.6666666666666666,0.5142857142857142,5,0
52045020,1979-05-04,0.7,0.8,0.6,0.6,0.6999999999999998,0.6,5,0
52045020,1979-05-05,0.4,0.7,0.8,0.6,0.6333333333333332,0.6428571428571429,5,0
52045020,1979-05-06,1.0,0.4,0.7,0.8,0.6999999999999998,0.6428571428571429,5,0
52045020,1979-05-07,0.8,1.0,0.4,0.7,0.7333333333333334,0.7,5,0
52045020,1979-05-08,0.9,0.8,1.0,0.4,0.8999999999999999,0.7428571428571429,5,0
52045020,1979-05-09,0.8,0.9,0.8,1.0,0.8333333333333334,0.7714285714285714,5,0
52045020,1979-05-10,0.8,0.8,0.9,0.8,0.8333333333333334,0.7714285714285715,5,0
52045020,1979-05-11,0.1,0.8,0.8,0.9,0.5666666666666667,0.6857142857142858,5,0
52045020,1979-05-12,0.8,0.1,0.8,0.8,0.5666666666666665,0.7428571428571429,5,0
52045020,1979-05-13,0.6,0.8,0.1,0.8,0.49999999999999994,0.6857142857142858,5,0
52045020,1979-05-14,0.2,0.6,0.8,0.1,0.5333333333333332,0.6,5,0
52045020,1979-05-15,0.5,0.2,0.6,0.8,0.4333333333333333,0.5428571428571428,5,0
52045020,1979-05-16,0.7,0.5,0.2,0.6,0.46666666666666656,0.5285714285714286,5,0
52045020,1979-05-17,0.2,0.7,0.5,0.2,0.46666666666666656,0.4428571428571429,5,0
52045020,1979-05-18,0.4,0.2,0.7,0.5,0.4333333333333333,0.4857142857142857,5,0
52045020,1979-05-19,0.4,0.4,0.2,0.7,0.33333333333333326,0.42857142857142855,5,0
52045020,1979-05-20,0.1,0.4,0.4,0.2,0.3,0.35714285714285715,5,0
52045020,1979-05-21,0.2,0.1,0.4,0.4,0.23333333333333328,0.3571428571428572,5,0
52045020,1979-05-22,0.2,0.2,0.1,0.4,0.1666666666666666,0.3142857142857142,5,0
52045020,1979-05-23,0.6,0.2,0.2,0.1,0.33333333333333326,0.3,5,0
52045020,1979-05-24,0.5,0.6,0.2,0.2,0.4333333333333333,0.3428571428571429,5,0
52045020,1979-05-25,1.0,0.5,0.6,0.2,0.6999999999999998,0.42857142857142855,5,0
52045020,1979-05-26,0.3,1.0,0.5,0.6,0.5999999999999999,0.41428571428571426,5,0
52045020,1979-05-27,0.5,0.3,1.0,0.5,0.6,0.4714285714285715,5,0
52045020,1979-05-28,0.3,0.5,0.3,1.0,0.36666666666666664,0.4857142857142857,5,0
52045020,1979-05-29,0.0,0.3,0.5,0.3,0.2666666666666666,0.45714285714285713,5,0
52045020,1979-05-30,0.2,0.0,0.3,0.5,0.1666666666666666,0.39999999999999997,5,0
52045020,1979-05-31,0.4,0.2,0.0,0.3,0.19999999999999996,0.3857142857142857,5,0
52045020,1979-06-01,0.0,0.4,0.2,0.0,0.19999999999999996,0.24285714285714285,6,0
52045020,1979-06-02,0.7,0.0,0.4,0.2,0.36666666666666664,0.29999999999999993,6,0
52045020,1979-06-03,1.0,0.7,0.0,0.4,0.5666666666666665,0.3714285714285714,6,0
52045020,1979-06-04,0.5,1.0,0.7,0.0,0.7333333333333333,0.39999999999999997,6,0
52045020,1979-06-05,0.3,0.5,1.0,0.7,0.6,0.4428571428571429,6,0
52045020,1979-06-06,0.0,0.3,0.5,1.0,0.2666666666666666,0.41428571428571426,6,0
52045020,1979-06-07,0.3,0.0,0.3,0.5,0.19999999999999996,0.39999999999999997,6,0
52045020,1979-06-08,0.5,0.3,0.0,0.3,0.2666666666666666,0.4714285714285714,6,0
52045020,1979-06-09,0.6,0.5,0.3,0.0,0.4666666666666666,0.45714285714285713,6,0
52045020,1979-06-10,1.0,0.6,0.5,0.3,0.6999999999999998,0.4571428571428572,6,0
52045020,1979-06-11,0.6,1.0,0.6,0.5,0.7333333333333333,0.4714285714285715,6,0
52045020,1979-06-12,0.8,0.6,1.0,0.6,0.7999999999999999,0.5428571428571428,6,0
52045020,1979-06-13,0.3,0.8,0.6,1.0,0.5666666666666667,0.5857142857142856,6,0
52045020,1979-06-14,0.4,0.3,0.8,0.6,0.5000000000000001,0.6,6,0
52045020,1979-06-15,0.6,0.4,0.3,0.8,0.4333333333333333,0.6142857142857142,6,0
52045020,1979-06-16,0.6,0.6,0.4,0.3,0.5333333333333333,0.6142857142857142,6,0
52045020,1979-06-17,0.7,0.6,0.6,0.4,0.6333333333333333,0.5714285714285714,6,0
52045020,1979-06-18,1.1,0.7,0.6,0.6,0.7999999999999999,0.6428571428571429,6,0
52045020,1979-06-19,0.9,1.1,0.7,0.6,0.8999999999999999,0.6571428571428573,6,0
52045020,1979-06-20,0.9,0.9,1.1,0.7,0.9666666666666668,0.7428571428571429,6,0
52045020,1979-06-21,0.6,0.9,0.9,1.1,0.7999999999999999,0.7714285714285715,6,0
52045020,1979-06-22,0.5,0.6,0.9,0.9,0.6666666666666666,0.7571428571428572,6,0
52045020,1979-06-23,0.9,0.5,0.6,0.9,0.6666666666666666,0.7999999999999999,6,0
52045020,1979-06-24,0.6,0.9,0.5,0.6,0.6666666666666666,0.7857142857142858,6,0
52045020,1979-06-25,0.6,0.6,0.9,0.5,0.6999999999999998,0.7142857142857143,6,0
52045020,1979-06-26,0.7,0.6,0.6,0.9,0.6333333333333333,0.6857142857142857,6,0
52045020,1979-06-27,0.6,0.7,0.6,0.6,0.6333333333333333,0.6428571428571429,6,0
52045020,1979-06-28,0.4,0.6,0.7,0.6,0.5666666666666667,0.6142857142857142,6,0
52045020,1979-06-29,1.0,0.4,0.6,0.7,0.6666666666666666,0.6857142857142857,6,0
52045020,1979-06-30,0.5,1.0,0.4,0.6,0.6333333333333333,0.6285714285714284,6,0
52045020,1979-07-01,0.6,0.5,1.0,0.4,0.7000000000000001,0.6285714285714287,7,0
52045020,1979-07-02,0.8,0.6,0.5,1.0,0.6333333333333333,0.6571428571428571,7,0
52045020,1979-07-03,0.7,0.8,0.6,0.5,0.7000000000000001,0.6571428571428571,7,0
52045020,1979-07-04,0.9,0.7,0.8,0.6,0.7999999999999999,0.7000000000000001,7,0
52045020,1979-07-05,0.6,0.9,0.7,0.8,0.7333333333333334,0.7285714285714285,7,0
52045020,1979-07-06,0.5,0.6,0.9,0.7,0.6666666666666666,0.6571428571428571,7,0
52045020,1979-07-07,0.5,0.5,0.6,0.9,0.5333333333333333,0.6571428571428571,7,0
52045020,1979-07-08,1.0,0.5,0.5,0.6,0.6666666666666666,0.7142857142857143,7,0
52045020,1979-07-09,0.9,1.0,0.5,0.5,0.7999999999999999,0.7285714285714286,7,0
52045020,1979-07-10,1.0,0.9,1.0,0.5,0.9666666666666667,0.7714285714285715,7,0
52045020,1979-07-11,0.8,1.0,0.9,1.0,0.9,0.7571428571428571,7,0
52045020,1979-07-12,0.9,0.8,1.0,0.9,0.9,0.7999999999999999,7,0
52045020,1979-07-13,0.5,0.9,0.8,1.0,0.7333333333333334,0.7999999999999999,7,0
52045020,1979-07-14,0.3,0.5,0.9,0.8,0.5666666666666667,0.7714285714285715,7,0
52045020,1979-07-15,0.5,0.3,0.5,0.9,0.4333333333333333,0.7000000000000001,7,0
52045020,1979-07-16,0.3,0.5,0.3,0.5,0.36666666666666664,0.6142857142857142,7,0
52045020,1979-07-17,0.2,0.3,0.5,0.3,0.3333333333333333,0.5,7,0
52045020,1979-07-18,1.0,0.2,0.3,0.5,0.5,0.5285714285714286,7,0
52045020,1979-07-19,0.9,1.0,0.2,0.3,0.7000000000000001,0.5285714285714286,7,0
52045020,1979-07-20,0.6,0.9,1.0,0.2,0.8333333333333334,0.5428571428571428,7,0
52045020,1979-07-21,0.9,0.6,0.9,1.0,0.7999999999999999,0.6285714285714287,7,0
52045020,1979-07-22,0.5,0.9,0.6,0.9,0.6666666666666666,0.6285714285714287,7,0
52045020,1979-07-23,0.8,0.5,0.9,0.6,0.7333333333333334,0.7000000000000001,7,0
52045020,1979-07-24,0.7,0.8,0.5,0.9,0.6666666666666666,0.7714285714285715,7,0
52045020,1979-07-25,1.0,0.7,0.8,0.5,0.8333333333333334,0.7714285714285715,7,0
52045020,1979-07-26,1.1,1.0,0.7,0.8,0.9333333333333332,0.7999999999999999,7,0
52045020,1979-07-27,0.9,1.1,1.0,0.7,1.0,0.8428571428571429,7,0
52045020,1979-07-28,0.8,0.9,1.1,1.0,0.9333333333333335,0.8285714285714285,7,0
52045020,1979-07-29,0.9,0.8,0.9,1.1,0.8666666666666667,0.8857142857142858,7,0
52045020,1979-07-30,0.8,0.9,0.8,0.9,0.8333333333333334,0.8857142857142858,7,0
52045020,1979-07-31,0.9,0.8,0.9,0.8,0.8666666666666667,0.9142857142857144,7,0
52045020,1979-08-01,0.5,0.9,0.8,0.9,0.7333333333333334,0.8428571428571429,8,0
52045020,1979-08-02,0.5,0.5,0.9,0.8,0.6333333333333333,0.7571428571428572,8,0
52045020,1979-08-03,1.0,0.5,0.5,0.9,0.6666666666666666,0.7714285714285715,8,0
52045020,1979-08-04,0.9,1.0,0.5,0.5,0.7999999999999999,0.7857142857142857,8,0
52045020,1979-08-05,0.9,0.9,1.0,0.5,0.9333333333333332,0.7857142857142857,8,0
52045020,1979-08-06,1.0,0.9,0.9,1.0,0.9333333333333332,0.8142857142857143,8,0
52045020,1979-08-07,0.9,1.0,0.9,0.9,0.9333333333333335,0.8142857142857143,8,0
52045020,1979-08-08,1.0,0.9,1.0,0.9,0.9666666666666667,0.8857142857142858,8,0
52045020,1979-08-09,0.9,1.0,0.9,1.0,0.9333333333333332,0.9428571428571428,8,0
52045020,1979-08-10,1.1,0.9,1.0,0.9,1.0,0.9571428571428572,8,0
52045020,1979-08-11,1.1,1.1,0.9,1.0,1.0333333333333334,0.9857142857142858,8,0
52045020,1979-08-12,0.8,1.1,1.1,0.9,1.0000000000000002,0.9714285714285715,8,0
52045020,1979-08-13,0.6,0.8,1.1,1.1,0.8333333333333335,0.9142857142857144,8,0
52045020,1979-08-14,0.4,0.6,0.8,1.1,0.6000000000000001,0.8428571428571429,8,0
52045020,1979-08-15,0.5,0.4,0.6,0.8,0.5000000000000001,0.7714285714285715,8,0
52045020,1979-08-16,0.3,0.5,0.4,0.6,0.4000000000000001,0.6857142857142858,8,0
52045020,1979-08-17,0.4,0.3,0.5,0.4,0.4000000000000001,0.5857142857142856,8,0
52045020,1979-08-18,0.7,0.4,0.3,0.5,0.46666666666666673,0.5285714285714286,8,0
52045020,1979-08-19,0.6,0.7,0.4,0.3,0.5666666666666668,0.5,8,0
52045020,1979-08-20,0.7,0.6,0.7,0.4,0.6666666666666666,0.5142857142857142,8,0
52045020,1979-08-21,0.4,0.7,0.6,0.7,0.5666666666666668,0.5142857142857142,8,0
52045020,1979-08-22,0.4,0.4,0.7,0.6,0.5,0.5,8,0
52045020,1979-08-23,0.2,0.4,0.4,0.7,0.3333333333333334,0.4857142857142857,8,0
52045020,1979-08-24,0.3,0.2,0.4,0.4,0.3000000000000001,0.4714285714285714,8,0
52045020,1979-08-25,0.5,0.3,0.2,0.4,0.3333333333333334,0.4428571428571429,8,0
52045020,1979-08-26,0.3,0.5,0.3,0.2,0.36666666666666675,0.39999999999999997,8,0
52045020,1979-08-27,0.3,0.3,0.5,0.3,0.3666666666666667,0.3428571428571429,8,0
52045020,1979-08-28,0.3,0.3,0.3,0.5,0.3,0.32857142857142857,8,0
52045020,1979-08-29,0.4,0.3,0.3,0.3,0.3333333333333334,0.32857142857142857,8,0
52045020,1979-08-30,0.0,0.4,0.3,0.3,0.2333333333333334,0.3,8,0
52045020,1979-08-31,0.3,0.0,0.4,0.3,0.2333333333333334,0.29999999999999993,8,0
52045020,1979-09-01,0.6,0.3,0.0,0.4,0.3000000000000001,0.3142857142857142,9,0
52045020,1979-09-02,0.5,0.6,0.3,0.0,0.4666666666666668,0.34285714285714286,9,0
52045020,1979-09-03,0.7,0.5,0.6,0.3,0.6000000000000001,0.39999999999999997,9,0
52045020,1979-09-04,0.4,0.7,0.5,0.6,0.5333333333333334,0.41428571428571426,9,0
52045020,1979-09-05,0.4,0.4,0.7,0.5,0.5000000000000001,0.41428571428571426,9,0
52045020,1979-09-06,0.2,0.4,0.4,0.7,0.3333333333333335,0.4428571428571429,9,0
52045020,1979-09-07,0.8,0.2,0.4,0.4,0.4666666666666668,0.5142857142857142,9,0
52045020,1979-09-08,0.8,0.8,0.2,0.4,0.6000000000000002,0.5428571428571429,9,0
52045020,1979-09-09,0.6,0.8,0.8,0.2,0.7333333333333334,0.5571428571428572,9,0
52045020,1979-09-10,0.2,0.6,0.8,0.8,0.5333333333333334,0.4857142857142857,9,0
52045020,1979-09-11,0.6,0.2,0.6,0.8,0.4666666666666668,0.5142857142857143,9,0
52045020,1979-09-12,0.2,0.6,0.2,0.6,0.3333333333333335,0.48571428571428577,9,0
52045020,1979-09-13,0.5,0.2,0.6,0.2,0.4333333333333335,0.5285714285714286,9,0
52045020,1979-09-14,0.0,0.5,0.2,0.6,0.23333333333333348,0.4142857142857143,9,0
52045020,1979-09-15,0.6,0.0,0.5,0.2,0.36666666666666675,0.38571428571428573,9,0
52045020,1979-09-16,0.7,0.6,0.0,0.5,0.4333333333333334,0.39999999999999997,9,0
52045020,1979-09-17,0.5,0.7,0.6,0.0,0.6000000000000001,0.4428571428571429,9,0
52045020,1979-09-18,0.2,0.5,0.7,0.6,0.46666666666666673,0.38571428571428573,9,0
52045020,1979-09-19,0.2,0.2,0.5,0.7,0.3000000000000001,0.3857142857142857,9,0
52045020,1979-09-20,0.8,0.2,0.2,0.5,0.40000000000000013,0.42857142857142855,9,0
52045020,1979-09-21,0.4,0.8,0.2,0.2,0.4666666666666668,0.4857142857142857,9,0
52045020,1979-09-22,0.2,0.4,0.8,0.2,0.4666666666666668,0.42857142857142855,9,0
52045020,1979-09-23,0.9,0.2,0.4,0.8,0.5000000000000001,0.4571428571428572,9,0
52045020,1979-09-24,0.9,0.9,0.2,0.4,0.6666666666666669,0.5142857142857143,9,0
52045020,1979-09-25,0.5,0.9,0.9,0.2,0.7666666666666667,0.5571428571428572,9,0
52045020,1979-09-26,0.8,0.5,0.9,0.9,0.7333333333333334,0.6428571428571429,9,0
52045020,1979-09-27,0.7,0.8,0.5,0.9,0.6666666666666669,0.6285714285714287,9,0
52045020,1979-09-28,0.8,0.7,0.8,0.5,0.7666666666666669,0.6857142857142857,9,0
52045020,1979-09-29,0.8,0.8,0.7,0.8,0.7666666666666667,0.7714285714285715,9,0
52045020,1979-09-30,0.8,0.8,0.8,0.7,0.8,0.7571428571428571,9,0
52045020,1979-10-01,0.9,0.8,0.8,0.8,0.8333333333333335,0.7571428571428571,10,0
52045020,1979-10-02,0.1,0.9,0.8,0.8,0.6000000000000002,0.7,10,0
52045020,1979-10-03,0.8,0.1,0.9,0.8,0.6000000000000002,0.7000000000000001,10,0
52045020,1979-10-04,0.7,0.8,0.1,0.9,0.5333333333333334,0.7,10,0
52045020,1979-10-05,0.8,0.7,0.8,0.1,0.7666666666666667,0.7000000000000001,10,0
52045020,1979-10-06,0.0,0.8,0.7,0.8,0.5000000000000001,0.5857142857142857,10,0
52045020,1979-10-07,0.9,0.0,0.8,0.7,0.5666666666666668,0.6,10,0
52045020,1979-10-08,0.2,0.9,0.0,0.8,0.36666666666666675,0.5,10,0
52045020,1979-10-09,0.4,0.2,0.9,0.0,0.5000000000000001,0.5428571428571428,10,0
52045020,1979-10-10,0.3,0.4,0.2,0.9,0.3000000000000001,0.4714285714285715,10,0
52045020,1979-10-11,0.1,0.3,0.4,0.2,0.2666666666666668,0.38571428571428573,10,0
52045020,1979-10-12,0.3,0.1,0.3,0.4,0.23333333333333348,0.31428571428571433,10,0
52045020,1979-10-13,0.8,0.3,0.1,0.3,0.40000000000000013,0.42857142857142855,10,0
52045020,1979-10-15,0.8,0.8,0.3,0.1,0.6333333333333334,0.41428571428571426,10,0
52045020,1979-10-16,0.2,0.8,0.8,0.3,0.6000000000000002,0.4142857142857143,10,0
52045020,1979-10-17,0.4,0.2,0.8,0.8,0.46666666666666684,0.4142857142857143,10,0
52045020,1979-11-05,0.4,0.4,0.2,0.8,0.3333333333333335,0.42857142857142855,11,0
52045020,1979-11-06,0.4,0.4,0.4,0.2,0.4,0.4714285714285714,11,0
52045020,1979-11-07,0.7,0.4,0.4,0.4,0.5000000000000001,0.5285714285714286,11,0
52045020,1979-11-08,0.3,0.7,0.4,0.4,0.4666666666666668,0.4571428571428572,11,0
52045020,1979-11-09,0.2,0.3,0.7,0.4,0.4000000000000001,0.37142857142857144,11,0
52045020,1979-11-10,0.0,0.2,0.3,0.7,0.16666666666666674,0.34285714285714286,11,0
52045020,1979-11-11,0.2,0.0,0.2,0.3,0.13333333333333341,0.31428571428571433,11,0
52045020,1979-11-12,0.1,0.2,0.0,0.2,0.10000000000000009,0.27142857142857146,11,0
52045020,1979-11-13,0.6,0.1,0.2,0.0,0.3000000000000001,0.3,11,0
